SPE00156045;2008-01-01;37;-8;0;;
SPE00156045;2008-01-02;29;-43;26;;
SPE00156045;2008-01-03;-25;-59;208;;
SPE00156045;2008-01-04;-11;-58;0;;
SPE00156045;2008-01-05;48;-38;0;;
SPE00156045;2008-01-06;66;45;0;;
SPE00156045;2008-01-07;52;9;0;;
SPE00156045;2008-01-08;36;-3;0;;
SPE00156045;2008-01-09;28;-1;6;;
SPE00156045;2008-01-10;1;-21;7;;
SPE00156045;2008-01-11;-6;-69;149;;
SPE00156045;2008-01-12;-45;-79;0;;
SPE00156045;2008-01-13;27;-57;0;;
SPE00156045;2008-01-14;-15;-48;3;;
SPE00156045;2008-01-15;5;-49;0;;
SPE00156045;2008-01-16;-15;-59;26;;
SPE00156045;2008-01-17;35;-53;0;;
SPE00156045;2008-01-18;66;23;0;;
SPE00156045;2008-01-19;93;45;0;;
SPE00156045;2008-01-20;111;51;0;;
SPE00156045;2008-01-21;99;41;0;;
SPE00156045;2008-01-22;58;-5;0;;
SPE00156045;2008-01-23;65;-8;0;;
SPE00156045;2008-01-24;81;9;0;;
SPE00156045;2008-01-25;41;-10;0;;
SPE00156045;2008-01-26;43;-12;0;;
SPE00156045;2008-01-27;76;9;0;;
SPE00156045;2008-01-28;88;45;0;;
SPE00156045;2008-01-29;66;1;0;;
SPE00156045;2008-01-30;55;-29;0;;
SPE00156045;2008-01-31;26;-51;0;;
SPE00156045;2008-02-01;24;-49;10;;
SPE00156045;2008-02-02;-11;-64;0;;
SPE00156045;2008-02-03;-22;-76;120;;
SPE00156045;2008-02-04;-18;-68;173;;
SPE00156045;2008-02-05;55;-55;0;;
SPE00156045;2008-02-06;89;9;0;;
SPE00156045;2008-02-07;122;30;0;;
SPE00156045;2008-02-08;119;24;0;;
SPE00156045;2008-02-09;64;-1;0;;
SPE00156045;2008-02-10;76;-4;0;;
SPE00156045;2008-02-11;19;-53;0;;
SPE00156045;2008-02-12;18;-66;0;;
SPE00156045;2008-02-13;-8;-66;0;;
SPE00156045;2008-02-14;9;-66;0;;
SPE00156045;2008-02-15;34;-28;0;;
SPE00156045;2008-02-16;43;-27;0;;
SPE00156045;2008-02-17;-3;-62;0;;
SPE00156045;2008-02-18;5;-62;9;;
SPE00156045;2008-02-19;18;-21;0;;
SPE00156045;2008-02-20;32;-20;20;;
SPE00156045;2008-02-21;72;-16;0;;
SPE00156045;2008-02-22;76;-8;0;;
SPE00156045;2008-02-23;105;5;0;;
SPE00156045;2008-02-24;66;5;4;;
SPE00156045;2008-02-25;26;-1;28;;
SPE00156045;2008-02-26;48;-1;0;;
SPE00156045;2008-02-27;80;7;0;;
SPE00156045;2008-02-28;70;7;0;;
SPE00156045;2008-02-29;73;2;0;;
SPE00156045;2008-03-01;65;14;0;;
SPE00156045;2008-03-02;149;43;0;;
SPE00156045;2008-03-03;94;-9;0;;
SPE00156045;2008-03-04;-8;-123;62;;
SPE00156045;2008-03-05;-112;-144;61;;
SPE00156045;2008-03-06;-60;-148;0;;
